"developer","provider_type","program_year","tot_provs_report_developer","tot_provs_report_2015_edition","tot_provs_report_2014_edition","tot_provs_report_2011_edition","product_type"
"M2 Information Systems, Inc.","hospital",2014,1,0,0,1,"Commercial"
"Mardon IHS","hospital",2014,1,0,0,1,"Commercial"
"Marshfield Clinic","hospital",2014,7,0,7,0,"Commercial"
"Massachusetts eHealth Collaborative (MAeHC)","hospital",2014,2,0,2,0,"Commercial"
"Massachusetts General Hospital","hospital",2014,1,0,1,0,"Self-developed"
"Mayo Clinic","hospital",2014,1,0,1,0,"Self-developed"
"McKesson","hospital",2014,474,0,418,56,"Commercial"
"MEDHOST","hospital",2014,305,0,290,15,"Commercial"
"Medical Information Technology, Inc. (MEDITECH)","hospital",2014,936,0,822,114,"Commercial"
"Medical Research Analytics and Informatics Alliance (MRAIA)","hospital",2014,7,0,7,0,"Self-developed"
"Medicity, Inc.","hospital",2014,5,0,5,0,"Commercial"
"Medisolv Inc","hospital",2014,95,0,93,2,"Commercial"
"Mediware Information Systems","hospital",2014,1,0,0,1,"Commercial"
"MedSeek, Inc.","hospital",2014,86,0,78,8,"Commercial"
"Medsphere Systems Corporation","hospital",2014,10,0,4,6,"Commercial"
"Merge Healthcare, Inc.","hospital",2014,1,0,1,0,"Commercial"
"Meta Healthcare IT Solutions","hospital",2014,2,0,0,2,"Commercial"
"Methodist Le Bonheur Healthcare","hospital",2014,2,0,2,0,"Self-developed"
"Midas+ Solutions","hospital",2014,87,0,82,5,"Commercial"
"Ministry Health Care","hospital",2014,9,0,6,3,"Self-developed"
"Mirth Corporation","hospital",2014,2,0,2,0,"Commercial"
"Mountain Medical Technologies","hospital",2014,1,0,0,1,"Commercial"
"MRO Corporation","hospital",2014,5,0,2,3,"Commercial"
"NantHealth, Inc.","hospital",2014,7,0,7,0,"Commercial"
"naviHealth, Inc.","hospital",2014,1,0,1,0,"Commercial"
"Netsmart Technologies","hospital",2014,1,0,0,1,"Commercial"
"New Wave Software, Inc.","hospital",2014,3,0,0,3,"Commercial"
"NewYork-Presbyterian Hospital","hospital",2014,1,0,1,0,"Self-developed"
"NextGen Healthcare","hospital",2014,72,0,53,19,"Commercial"
"NoMoreClipboard, LLC","hospital",2014,4,0,4,0,"Commercial"
"Northwestern University","hospital",2014,2,0,2,0,"Self-developed"
"NTT Data Inc.","hospital",2014,6,0,4,2,"Commercial"
"OhioHealth","hospital",2014,5,0,5,0,"Self-developed"
"Omnicell, Inc.","hospital",2014,1,0,1,0,"Commercial"
"Optum Clinical Solutions (formerly Picis)","hospital",2014,37,0,37,0,"Commercial"
"Orchard Software Corporation","hospital",2014,19,0,18,1,"Commercial"
"Orion Health","hospital",2014,144,0,130,14,"Commercial"
"Outcome Sciences, Inc. (Outcome)","hospital",2014,3,0,0,3,"Commercial"
"Park Avenue Capital, LLC dba MaxMD","hospital",2014,2,0,2,0,"Commercial"
"Partners Healthcare System","hospital",2014,5,0,5,0,"Self-developed"
"PatientKeeper","hospital",2014,62,0,60,2,"Commercial"
"PatientSafe Solutions","hospital",2014,65,0,65,0,"Commercial"
"PeaceHealth","hospital",2014,7,0,0,7,"Self-developed"
"PeriGen","hospital",2014,25,0,23,2,"Commercial"
"Persivia","hospital",2014,45,0,44,1,"Commercial"
"Philips (Healthcare)","hospital",2014,2,0,2,0,"Commercial"
"Picis","hospital",2014,7,0,0,7,"Commercial"
"Pomona Valley Hospital Medical Center Information Services","hospital",2014,1,0,1,0,"Self-developed"
"Press Ganey Associates","hospital",2014,4,0,2,2,"Commercial"
"Prognosis Innovation Healthcare","hospital",2014,28,0,20,8,"Commercial"
"ProMed Clinical Systems, LLC","hospital",2014,2,0,0,2,"Commercial"
"Psyche Systems Corporation","hospital",2014,1,0,1,0,"Commercial"
"QuadraMed Corp","hospital",2014,28,0,20,8,"Commercial"
"Quantros, Inc.","hospital",2014,1,0,0,1,"Commercial"
"Quest Diagnostics Incorporated","hospital",2014,3,0,3,0,"Commercial"
"RazorInsights, LLC","hospital",2014,17,0,17,0,"Commercial"
"Regenstrief Institute","hospital",2014,1,0,0,1,"Self-developed"
"Reseller of MEDHOST EDIS v4.3 - Healthcare Management Systems, Inc.","hospital",2014,3,0,0,3,"Commercial"
"Riverside Health System","hospital",2014,5,0,5,0,"Self-developed"
"Roberts-Hoffman Software, Inc. (RHS)","hospital",2014,1,0,0,1,"Commercial"
"Rural Wisconsin Health Cooperative","hospital",2014,8,0,8,0,"Commercial"
"Sajix Inc.","hospital",2014,2,0,0,2,"Commercial"
"SCC Soft Computer","hospital",2014,110,0,104,6,"Commercial"
"Scripps Health","hospital",2014,4,0,4,0,"Self-developed"
"Sevocity a division of Conceptual MindWorks, Inc","hospital",2014,1,0,0,1,"Commercial"
"Sharp HealthCare","hospital",2014,4,0,4,0,"Self-developed"
"Siemens Medical Solutions USA, Inc.","hospital",2014,212,0,161,51,"Commercial"
"Source Medical Solutions","hospital",2014,2,0,0,2,"Commercial"
"Spectrum Health System","hospital",2014,6,0,6,0,"Self-developed"
"Splunk, Inc.","hospital",2014,1,0,1,0,"Commercial"
"St. Vincent Anderson Regional Hospital","hospital",2014,1,0,0,1,"Self-developed"
"Summit Healthcare Services, Inc.","hospital",2014,21,0,21,0,"Commercial"
"Sunquest Information Systems, Inc.","hospital",2014,161,0,158,3,"Commercial"
"T-System, Inc.","hospital",2014,53,0,30,23,"Commercial"
"Tech-Time, Inc.","hospital",2014,10,0,7,3,"Commercial"
"Tenet Healthsystem Medical, Inc.","hospital",2014,45,0,45,0,"Self-developed"
"The Shams Group","hospital",2014,3,0,2,1,"Commercial"
"The Staywell Company, LLC","hospital",2014,74,0,70,4,"Commercial"
"Thomson Reuters (Healthcare) Inc.","hospital",2014,1,0,0,1,"Commercial"
"Trinity Health","hospital",2014,37,0,37,0,"Self-developed"
"True Process Inc.","hospital",2014,2,0,2,0,"Commercial"
"Truven Health Analytics","hospital",2014,34,0,24,10,"Commercial"
"UNI/CARE Systems, Inc","hospital",2014,1,0,0,1,"Commercial"
"UPHS, Penn Medicine","hospital",2014,3,0,3,0,"Self-developed"
"Vanderbilt University","hospital",2014,1,0,0,1,"Self-developed"
"veEDIS Clinical Systems, LLC","hospital",2014,2,0,2,0,"Commercial"
"VersaSuite","hospital",2014,4,0,3,1,"Commercial"
"Versaworks, Inc.","hospital",2014,3,0,2,1,"Commercial"
"Vitalz Technologies, LLC","hospital",2014,3,0,3,0,"Commercial"
"Wellsoft Corporation","hospital",2014,15,0,8,7,"Commercial"
"Wellspan Health","hospital",2014,4,0,4,0,"Self-developed"
"William N Wishard Memorial Hospital","hospital",2014,1,0,0,1,"Self-developed"
"WorldVistA","hospital",2014,1,0,0,1,"Commercial"
"ACL Laboratories","hospital",2015,9,0,9,0,"Self-developed"
"Acmeware, Inc.","hospital",2015,41,0,40,1,"Commercial"
"Alere Analytics","hospital",2015,28,0,28,0,"Commercial"
"ALERT Life Sciences Computing, S.A.","hospital",2015,1,0,0,1,"Commercial"
"Allscripts","hospital",2015,232,0,219,13,"Commercial"
"AltaPoint Data Systems","hospital",2015,1,0,1,0,"Commercial"
"Amazing Charts","hospital",2015,1,0,1,0,"Commercial"
"AmkaiSolutions LLC","hospital",2015,2,0,2,0,"Commercial"
"Amrita Ventures, LLC","hospital",2015,2,0,1,1,"Commercial"
"Anthelio Healthcare Solutions, Inc.","hospital",2015,5,0,4,1,"Commercial"
"AO Fox Memorial Hospital","hospital",2015,1,0,1,0,"Self-developed"
"Aspyra, LLC","hospital",2015,2,0,2,0,"Commercial"
"Beth Israel Deaconess Medical Center","hospital",2015,1,0,1,0,"Self-developed"
"BJC Healthcare","hospital",2015,10,0,10,0,"Self-developed"
"Bridge Patient Portal LLC","hospital",2015,1,0,1,0,"Commercial"
"Brigham and Women's Hospital","hospital",2015,1,0,1,0,"Self-developed"
"Cancer Treatment Centers of America","hospital",2015,4,0,4,0,"Self-developed"
"CareEvolution, Inc.","hospital",2015,12,0,12,0,"Commercial"
"CareFusion Solutions, LLC","hospital",2015,2,0,2,0,"Commercial"
"CareTech Solutions","hospital",2015,2,0,2,0,"Commercial"
"Catholic Health Initiatives","hospital",2015,9,0,9,0,"Self-developed"
"Cerner Corporation","hospital",2015,949,0,944,5,"Commercial"
"Choice Hospital Systems","hospital",2015,1,0,0,1,"Commercial"
"CitiusTech, Inc.","hospital",2015,1,0,1,0,"Commercial"
"CMR","hospital",2015,3,0,3,0,"Commercial"
"Commonwealth Informatics","hospital",2015,1,0,1,0,"Commercial"
"Community Health Systems","hospital",2015,61,0,61,0,"Self-developed"
"Copley Memorial Hospital, Inc.","hospital",2015,1,0,1,0,"Self-developed"
"Corepoint Health","hospital",2015,13,0,12,1,"Commercial"
"CPSI (Computer Programs and Systems), Inc.","hospital",2015,236,0,211,25,"Commercial"
"CSS Health Technologies, Inc.","hospital",2015,4,0,4,0,"Commercial"
"Datu Health","hospital",2015,14,0,14,0,"Commercial"
"Dimensional Insight","hospital",2015,7,0,7,0,"Commercial"
"Draeger Medical Inc.","hospital",2015,1,0,1,0,"Commercial"
"DrFirst","hospital",2015,23,0,23,0,"Commercial"
"Dynacare Northwest, Inc.","hospital",2015,4,0,4,0,"Self-developed"
"Dynamic Health IT, Inc","hospital",2015,21,0,21,0,"Commercial"
"EBSCO Publishing","hospital",2015,1,0,1,0,"Commercial"
"Ecell Healthcare Inc.","hospital",2015,1,0,1,0,"Commercial"
"eClinicalWorks, LLC","hospital",2015,10,0,10,0,"Commercial"
"EDIMS, LLC","hospital",2015,1,0,1,0,"Commercial"
"EHR Doctors, Inc.","hospital",2015,3,0,0,3,"Commercial"
"Elekta - IMPAC Medical Systems, Inc.","hospital",2015,1,0,1,0,"Commercial"
"eMDs","hospital",2015,1,0,1,0,"Commercial"
"Empower Systems","hospital",2015,6,0,4,2,"Commercial"
"Empower Technologies, Inc.","hospital",2015,1,0,1,0,"Commercial"
"EMRConnect","hospital",2015,20,0,20,0,"Commercial"
"Encore, A Quintiles Company","hospital",2015,53,0,53,0,"Commercial"
"EON Systems, Inc.","hospital",2015,1,0,1,0,"Commercial"
"Epic Systems Corporation","hospital",2015,868,0,867,1,"Commercial"
"EPOWERdoc, Inc.","hospital",2015,8,0,8,0,"Commercial"
"Evident","hospital",2015,206,0,206,0,"Commercial"
"ExitCare, LLC","hospital",2015,19,0,15,4,"Commercial"
"FairWarning Technologies, Inc.","hospital",2015,171,0,171,0,"Commercial"
"FDB (First Databank, Inc.)","hospital",2015,7,0,7,0,"Commercial"
"Forerun, Inc.","hospital",2015,5,0,5,0,"Commercial"
"Forte Holdings","hospital",2015,1,0,1,0,"Commercial"
"Forward Advantage Inc.","hospital",2015,1,0,1,0,"Commercial"
"GE Healthcare","hospital",2015,26,0,22,4,"Commercial"
"Get Real Health","hospital",2015,46,0,46,0,"Commercial"
"GOVIL-GHS, llc","hospital",2015,1,0,0,1,"Self-developed"
"Greenway Health, LLC","hospital",2015,2,0,2,0,"Commercial"
"HCA Information Technology & Services, Inc.","hospital",2015,139,0,138,1,"Self-developed"
"Health Care Systems, Inc.","hospital",2015,59,0,47,12,"Commercial"
"Health Monitoring Systems, Inc.","hospital",2015,2,0,2,0,"Commercial"
"Health One Alliance","hospital",2015,1,0,1,0,"Commercial"
"Healthcare Management Systems, Inc.","hospital",2015,44,0,29,15,"Commercial"
"HEALTHEC LLC","hospital",2015,1,0,1,0,"Commercial"
"HealthIT2, Inc.","hospital",2015,1,0,0,1,"Commercial"
"Healthland","hospital",2015,198,0,178,20,"Commercial"
"HealthPort","hospital",2015,3,0,0,3,"Commercial"
"Healthwise, Incorporated","hospital",2015,6,0,0,6,"Commercial"
"Hill-Rom Holdings, Inc.","hospital",2015,1,0,1,0,"Commercial"
"Holy Name Medical Center","hospital",2015,1,0,1,0,"Self-developed"
"Hyland Software, Inc.","hospital",2015,2,0,2,0,"Commercial"
"Iatric Systems, Inc.","hospital",2015,161,0,156,5,"Commercial"
"Indian Health Service","hospital",2015,35,0,2,33,"Commercial"
"Indiana Health Information Exchange","hospital",2015,4,0,3,1,"Self-developed"
"Influence Health","hospital",2015,1,0,1,0,"Commercial"
"Infor (US), Inc.","hospital",2015,4,0,4,0,"Commercial"
"Innovative Workflow Technologies","hospital",2015,1,0,0,1,"Commercial"
"Integrated Practice Solutions, Inc.","hospital",2015,1,0,1,0,"Commercial"
"INTEGRIS Health","hospital",2015,7,0,7,0,"Self-developed"
"InteliChart LLC","hospital",2015,7,0,7,0,"Commercial"
"Interface People","hospital",2015,6,0,6,0,"Commercial"
"Intermountain Healthcare","hospital",2015,21,0,20,1,"Self-developed"
"InterSystems Corporation","hospital",2015,19,0,19,0,"Commercial"
"iPatientCare, Inc.","hospital",2015,1,0,1,0,"Commercial"
"Keane, Inc. Healthcare Solutions Division","hospital",2015,2,0,0,2,"Commercial"
"Lawson Software Americas, Inc.","hospital",2015,6,0,0,6,"Commercial"
"Lester E. Cox Medical Centers (DBA: CoxHealth)","hospital",2015,3,0,3,0,"Self-developed"
"LOGICARE Corporation","hospital",2015,18,0,15,3,"Commercial"
"LSS Data Systems","hospital",2015,2,0,2,0,"Commercial"
"LumiraDx Care Solutions","hospital",2015,2,0,2,0,"Commercial"
"M2 Information Systems, Inc.","hospital",2015,1,0,0,1,"Commercial"
"Mana Health","hospital",2015,1,0,1,0,"Commercial"
"Mardon IHS","hospital",2015,1,0,0,1,"Commercial"
"Marshfield Clinic","hospital",2015,7,0,7,0,"Commercial"
"Massachusetts eHealth Collaborative (MAeHC)","hospital",2015,2,0,2,0,"Commercial"
"Massachusetts General Hospital","hospital",2015,1,0,1,0,"Self-developed"
"Mayo Clinic","hospital",2015,3,0,3,0,"Self-developed"
"McKesson","hospital",2015,458,0,439,19,"Commercial"
"MedAllies","hospital",2015,7,0,7,0,"Commercial"
"MEDHOST","hospital",2015,317,0,313,4,"Commercial"
"Medical Information Technology, Inc. (MEDITECH)","hospital",2015,953,0,921,32,"Commercial"
"Medical Research Analytics and Informatics Alliance (MRAIA)","hospital",2015,1,0,1,0,"Self-developed"
"Medicity, Inc.","hospital",2015,8,0,8,0,"Commercial"
"Medisolv Inc","hospital",2015,104,0,103,1,"Commercial"
"Mediware Information Systems","hospital",2015,2,0,2,0,"Commercial"
"MedSeek, Inc.","hospital",2015,108,0,108,0,"Commercial"
"Medsphere Systems Corporation","hospital",2015,10,0,10,0,"Commercial"
"Merge Healthcare, Inc.","hospital",2015,1,0,1,0,"Commercial"
"Meta Healthcare IT Solutions","hospital",2015,1,0,1,0,"Commercial"
"Midas+ Solutions","hospital",2015,86,0,86,0,"Commercial"
"Ministry Health Care","hospital",2015,9,0,6,3,"Self-developed"
"Mirth Corporation","hospital",2015,1,0,1,0,"Commercial"
"NantHealth, Inc.","hospital",2015,8,0,8,0,"Commercial"
"naviHealth, Inc.","hospital",2015,3,0,3,0,"Commercial"
"NavisHealth Solutions, Inc.","hospital",2015,1,0,1,0,"Commercial"
"Netsmart Technologies","hospital",2015,1,0,0,1,"Commercial"
"New Wave Software, Inc.","hospital",2015,3,0,0,3,"Commercial"
"NewYork-Presbyterian Hospital","hospital",2015,1,0,1,0,"Self-developed"
"NextGen Healthcare","hospital",2015,74,0,69,5,"Commercial"
"NoMoreClipboard, LLC","hospital",2015,25,0,25,0,"Commercial"
"Northwestern University","hospital",2015,2,0,2,0,"Self-developed"
"NTT Data Inc.","hospital",2015,12,0,11,1,"Commercial"
"Nuance Communications, Inc.","hospital",2015,1,0,1,0,"Commercial"
"Omnicell, Inc.","hospital",2015,1,0,1,0,"Commercial"
"Optum Clinical Solutions (formerly Picis)","hospital",2015,38,0,38,0,"Commercial"
"Orchard Software Corporation","hospital",2015,20,0,19,1,"Commercial"
"Orion Health","hospital",2015,144,0,140,4,"Commercial"
"Paragon Billing, LLC","hospital",2015,1,0,1,0,"Commercial"
"Park Avenue Capital, LLC dba MaxMD","hospital",2015,3,0,3,0,"Commercial"
"Partners Healthcare System","hospital",2015,5,0,5,0,"Self-developed"
"PatientKeeper","hospital",2015,64,0,63,1,"Commercial"
"PatientSafe Solutions","hospital",2015,66,0,66,0,"Commercial"
"PeaceHealth","hospital",2015,6,0,0,6,"Self-developed"
"PeriGen","hospital",2015,21,0,21,0,"Commercial"
"Persivia","hospital",2015,46,0,46,0,"Commercial"
"Philips (Healthcare)","hospital",2015,2,0,2,0,"Commercial"
"Picis","hospital",2015,3,0,1,2,"Commercial"
"Practice Fusion","hospital",2015,1,0,1,0,"Commercial"
"Press Ganey Associates","hospital",2015,4,0,4,0,"Commercial"
"Prime Clinical Systems, Inc.","hospital",2015,1,0,1,0,"Commercial"
"Prognosis Innovation Healthcare","hospital",2015,28,0,23,5,"Commercial"
"Psyche Systems Corporation","hospital",2015,1,0,1,0,"Commercial"
"QuadraMed Corp","hospital",2015,27,0,24,3,"Commercial"
"Quantros, Inc.","hospital",2015,2,0,1,1,"Commercial"
"Quest Diagnostics Incorporated","hospital",2015,1,0,1,0,"Commercial"
"RazorInsights, LLC","hospital",2015,22,0,22,0,"Commercial"
"Regenstrief Institute","hospital",2015,1,0,0,1,"Self-developed"
"Reseller of MEDHOST EDIS v4.3 - Healthcare Management Systems, Inc.","hospital",2015,2,0,0,2,"Commercial"
"Rural Wisconsin Health Cooperative","hospital",2015,7,0,7,0,"Commercial"
"Sajix Inc.","hospital",2015,2,0,1,1,"Commercial"
"SCC Soft Computer","hospital",2015,115,0,115,0,"Commercial"
"Scripps Health","hospital",2015,4,0,4,0,"Self-developed"
"Secure Exchange Solutions","hospital",2015,4,0,4,0,"Commercial"
"Sevocity a division of Conceptual MindWorks, Inc","hospital",2015,1,0,0,1,"Commercial"
"Siemens Medical Solutions USA, Inc.","hospital",2015,139,0,127,12,"Commercial"
"Source Medical Solutions","hospital",2015,2,0,0,2,"Commercial"
"Spectrum Health System","hospital",2015,7,0,7,0,"Self-developed"
"Splunk, Inc.","hospital",2015,2,0,2,0,"Commercial"
"Summit Healthcare Services, Inc.","hospital",2015,22,0,22,0,"Commercial"
"Sunquest Information Systems, Inc.","hospital",2015,200,0,199,1,"Commercial"
"Surgical Information Systems","hospital",2015,1,0,1,0,"Commercial"
"T-System, Inc.","hospital",2015,44,0,38,6,"Commercial"
"Tech-Time, Inc.","hospital",2015,11,0,9,2,"Commercial"
"Tenet Healthsystem Medical, Inc.","hospital",2015,52,0,52,0,"Self-developed"
"The Shams Group","hospital",2015,3,0,3,0,"Commercial"
"The Staywell Company, LLC","hospital",2015,79,0,75,4,"Commercial"
"Trinity Health","hospital",2015,1,0,1,0,"Self-developed"
"True Process Inc.","hospital",2015,1,0,1,0,"Commercial"
"Truven Health Analytics","hospital",2015,27,0,18,9,"Commercial"
"Twin Sails Technology Group, Inc.","hospital",2015,1,0,1,0,"Commercial"
"UNI/CARE Systems, Inc","hospital",2015,1,0,0,1,"Commercial"
"UPHS, Penn Medicine","hospital",2015,3,0,3,0,"Self-developed"
"Vanderbilt University","hospital",2015,1,0,1,0,"Self-developed"
"Varian Medical Systems","hospital",2015,2,0,2,0,"Commercial"
"veEDIS Clinical Systems, LLC","hospital",2015,3,0,3,0,"Commercial"
"VersaSuite","hospital",2015,3,0,3,0,"Commercial"
"Versaworks, Inc.","hospital",2015,5,0,5,0,"Commercial"
"Wellcentive, Inc.","hospital",2015,2,0,2,0,"Commercial"
"Wellsoft Corporation","hospital",2015,16,0,15,1,"Commercial"
"Wellspan Health","hospital",2015,4,0,4,0,"Self-developed"
"William N Wishard Memorial Hospital","hospital",2015,1,0,0,1,"Self-developed"
"WorldVistA","hospital",2015,1,0,0,1,"Commercial"
"YourCareUniverse, Inc.","hospital",2015,8,0,8,0,"Commercial"
"ZeOmega, Inc.","hospital",2015,1,0,1,0,"Commercial"
"ACL Laboratories","hospital",2016,9,0,9,0,"Self-developed"
"Acmeware, Inc.","hospital",2016,54,0,53,1,"Commercial"
"Alere Analytics","hospital",2016,24,0,24,0,"Commercial"
"ALERT Life Sciences Computing, S.A.","hospital",2016,1,0,0,1,"Commercial"
"Allscripts","hospital",2016,243,0,236,7,"Commercial"
"AltaPoint Data Systems","hospital",2016,1,0,1,0,"Commercial"
"Amazing Charts","hospital",2016,1,0,1,0,"Commercial"
"AmkaiSolutions LLC","hospital",2016,2,0,2,0,"Commercial"
"Amrita Ventures, LLC","hospital",2016,2,0,1,1,"Commercial"
"Anthelio Healthcare Solutions, Inc.","hospital",2016,5,0,4,1,"Commercial"
"Aspyra, LLC","hospital",2016,2,0,2,0,"Commercial"
"athenahealth, Inc.","hospital",2016,25,0,25,0,"Commercial"
"Beth Israel Deaconess Medical Center","hospital",2016,1,0,1,0,"Self-developed"
"BJC Healthcare","hospital",2016,10,0,10,0,"Self-developed"
"Bridge Patient Portal LLC","hospital",2016,1,0,1,0,"Commercial"
"Cancer Treatment Centers of America","hospital",2016,4,0,4,0,"Self-developed"
